vx(m/s),vy(m/s),yaw_rate(rad/s),steering(rad),throttle(%),brake(%)
9.98676586,0.32702065,0.25201213,0.11003454968408545,0.0,0.0
9.90499115,0.34942055,0.2667681,0.11070476239138204,0.0,0.0
9.83065033,0.37446749,0.28432465,0.10579785386950503,0.0,0.0
9.83065033,0.37446749,0.28432465,0.10579785386950503,0.0,0.0
9.7375927,0.39564729,0.30071077,0.0943324295188364,0.0,0.0
9.70992851,0.39903688,0.30242714,0.08494945507849402,0.0,0.0
9.66105175,0.36779094,0.27914971,0.07393881434434346,0.0,0.0
9.61509991,0.33643663,0.25112119,0.06218615949989014,0.0,0.0
9.59229279,0.3277837,0.24160139,0.05208509638420599,0.0,0.0
9.55025291,0.26205111,0.19501974,0.043779247492348274,0.0,0.0
9.50760269,0.21722054,0.16078827,0.036119673323764555,0.0,0.0
9.48596001,0.20563734,0.15037063,0.02920212365091389,0.0,0.0
9.46483707,0.17880785,0.133863,0.025922868441057227,0.0,0.0
9.40117168,0.10374355,0.07714828,0.013906913514132197,0.0,0.0
9.37971687,0.08676088,0.06355056,0.01134574200326529,0.0,0.0
9.35820103,0.07203054,0.05318307,0.006414892684644991,0.0,0.0
9.29352283,0.03141952,0.02464326,-0.0008377658300299732,0.0,0.0
9.27194786,0.02159703,0.01734805,-0.003398935609991836,0.0,0.0
9.25036907,0.01239932,0.01065593,-0.005864361026572942,0.0,0.0
9.20724297,-0.00562382,-0.00289551,-0.012734039924093573,0.0,0.0
9.16407776,-0.02806783,-0.02070584,-0.01661169908189424,0.0,0.0
9.14253235,-0.03671134,-0.02743803,-0.01835903993403306,0.0,0.0
9.09953213,-0.05195737,-0.03848834,-0.02295478408900227,0.0,0.0
9.05656242,-0.06870461,-0.05083341,-0.02558775938286979,0.0,0.0
9.03515434,-0.07496095,-0.05532774,-0.02699999398954187,0.0,0.0
8.99246407,-0.08564079,-0.06278444,-0.031284568368525015,0.0,0.0
8.94979858,-0.09862983,-0.07237593,-0.03406116399381845,0.0,0.0
8.9285326,-0.10394979,-0.07637839,-0.035449460616467955,0.0,0.0
8.90730572,-0.1089313,-0.08006445,-0.03669414188404353,0.0,0.0
8.84373665,-0.12538302,-0.09183314,-0.04172073816240216,0.0,0.0
8.8226099,-0.13009322,-0.09579223,-0.04320477893206928,0.0,0.0
8.80152512,-0.13470352,-0.09918851,-0.04598137455736272,0.0,0.0
8.71726799,-0.15706277,-0.11551809,-0.051941478432774496,0.0,0.0
8.65477467,-0.16514081,-0.12104508,-0.05617817944007006,0.0,0.0
8.63410473,-0.16608542,-0.12141289,-0.05811701161532795,0.0,0.0
8.61323738,-0.1721006,-0.12500024,-0.060486692019438904,0.0,0.0
8.55020142,-0.19555163,-0.14439365,-0.06273669526886166,0.0,0.0
8.52953529,-0.19831002,-0.14644139,-0.06469945763906944,0.0,0.0
8.46776199,-0.20765465,-0.15168272,-0.06740424428864714,0.01586962,0.0
8.46776199,-0.20765465,-0.15168272,-0.06740424428864714,0.01586962,0.0
8.44737148,-0.20853871,-0.15193662,-0.06848137502984691,0.05555895,0.0
8.42716885,-0.21277976,-0.15435082,-0.06893615864636499,0.07936338,0.0
8.39215183,-0.22405279,-0.16366805,-0.06982179546808812,0.11110263,0.0
8.36606789,-0.23025233,-0.16809854,-0.07030051966498635,0.13492233,0.0
8.35584545,-0.23195124,-0.16929461,-0.07042020201238969,0.13888973,0.0
8.33983135,-0.23675743,-0.17200734,-0.07044413761641784,0.14285715,0.0
8.32913589,-0.23855224,-0.17295833,-0.07044413761641784,0.14285715,0.0
8.32524014,-0.23883772,-0.1730027,-0.0698696664597813,0.14285715,0.0
8.31945896,-0.23895773,-0.17289853,-0.06848137502984691,0.14285715,0.0
8.31945896,-0.23895773,-0.17289853,-0.06848137502984691,0.14285715,0.0
8.31559277,-0.23698676,-0.17163101,-0.06666222000927723,0.14285715,0.0
8.31407833,-0.23667891,-0.17115523,-0.06455583990400109,0.14285715,0.0
8.31212711,-0.22796932,-0.16509065,-0.06235371283898662,0.14285715,0.0
8.31062698,-0.22090864,-0.15993625,-0.06079786309360376,0.14285715,0.0
8.31062698,-0.22090864,-0.15993625,-0.06079786309360376,0.14285715,0.0
8.30988026,-0.21990043,-0.15855838,-0.0591941371638126,0.14682455,0.0
8.30903244,-0.20845209,-0.15078598,-0.05703988606684331,0.15079196,0.0
8.30827522,-0.20158245,-0.14624119,-0.05416754629453224,0.15475936,0.0
8.30796242,-0.20053212,-0.14509363,-0.0510079656430062,0.15872677,0.0
8.3082943,-0.18647924,-0.13557482,-0.04796807750795065,0.16666158,0.0
8.30919838,-0.1758875,-0.12771706,-0.0457898858306012,0.1745964,0.0
8.30919838,-0.1758875,-0.12771706,-0.0457898858306012,0.1745964,0.0
8.30984306,-0.17448886,-0.12556979,-0.044305842464576514,0.19046602,0.0
8.3124218,-0.15895653,-0.11484087,-0.04274999271919364,0.20633565,0.0
8.31648064,-0.15130317,-0.10965343,-0.04121807836147579,0.22222053,0.0
8.3192482,-0.14982159,-0.10838731,-0.03975797038311611,0.23015533,0.0
8.32677841,-0.14056922,-0.10236514,-0.03851328911554053,0.23412274,0.0
8.3367672,-0.13498554,-0.09827588,-0.03741222817939086,0.23412274,0.0
8.3486948,-0.13063207,-0.09502546,-0.03655052674533275,0.23412274,0.0
8.35521507,-0.1275191,-0.09260175,-0.036167546911815285,0.23412274,0.0
8.3619566,-0.12540582,-0.09079954,-0.03588031382167301,0.23412274,0.0
8.38312149,-0.12103066,-0.08777452,-0.03451595280305166,0.23412274,0.0
8.40513992,-0.11719063,-0.08523252,-0.032984038445333805,0.23412274,0.0
8.41256523,-0.11677423,-0.08458561,-0.03207446104323052,0.23412274,0.0
8.42758369,-0.11277652,-0.08184434,-0.03140425071592835,0.23412274,0.0
8.42758369,-0.11277652,-0.08184434,-0.03140425071592835,0.23412274,0.0
8.44264793,-0.10970837,-0.07951515,-0.030829782155649375,0.23412274,0.0
8.45016956,-0.10912332,-0.0788276,-0.030351057958751156,0.23412274,0.0
8.45016956,-0.10912332,-0.0788276,-0.030351057958751156,0.23412274,0.0
8.46528053,-0.10560617,-0.07653187,-0.029417547765340418,0.23412274,0.0
8.48036003,-0.1034562,-0.07511411,-0.028364355008163224,0.23412274,0.0
8.48036003,-0.1034562,-0.07511411,-0.028364355008163224,0.23412274,0.0
8.48788166,-0.10305518,-0.07472245,-0.02695212299784871,0.23412274,0.0
8.5030241,-0.09818012,-0.07135247,-0.025563823995204772,0.23809016,0.0
8.51815987,-0.09388804,-0.06817517,-0.024390954083339366,0.24205756,0.0
8.53349304,-0.08933413,-0.06483687,-0.023888294498776132,0.25395977,0.0
8.54924107,-0.08543396,-0.06198957,-0.023888294498776132,0.26982939,0.0
8.56618214,-0.0823608,-0.05958509,-0.023888294498776132,0.28173161,0.0
8.57526016,-0.08166707,-0.05929773,-0.023864359111111115,0.29761651,0.0
8.58480549,-0.08122104,-0.05918096,-0.02374467676370778,0.30555132,0.0
8.60579967,-0.08084488,-0.05911098,-0.023553188036946265,0.32538834,0.0
8.61733532,-0.08052444,-0.05890168,-0.02340957030187791,0.32935575,0.0
8.62963486,-0.08020627,-0.0585903,-0.022930846104979693,0.33729056,0.0
8.64270306,-0.08018184,-0.05844099,-0.02235638014105828,0.33729056,0.0
8.65654469,-0.07927805,-0.05780451,-0.021710102821426693,0.33729056,0.0
8.68613338,-0.07759762,-0.05638293,-0.02001063534097547,0.34125796,0.0
8.70167065,-0.07591426,-0.0550744,-0.018023933472203192,0.34125796,0.0
8.7176342,-0.07371545,-0.05337522,-0.017210104328017013,0.34125796,0.0
8.73396492,-0.06966448,-0.0504438,-0.016468082428641537,0.34125796,0.0
8.76735401,-0.06320399,-0.04523783,-0.015031912650667572,0.34125796,0.0
8.78431606,-0.06017923,-0.04315481,-0.01417020970206754,0.34125796,0.0
8.80140781,-0.05734658,-0.04127429,-0.012566487883175857,0.34125796,0.0
8.81860352,-0.05458766,-0.0394791,-0.011609040787558199,0.34125796,0.0
8.85324574,-0.04710847,-0.03414623,-0.009454785146963164,0.34125796,0.0
8.87064362,-0.04377639,-0.03175066,-0.008234041214320769,0.34125796,0.0
8.88808346,-0.04021001,-0.02921384,-0.005433509552272927,0.34125796,0.0
8.90555286,-0.03655356,-0.02655601,-0.003973403521181422,0.34125796,0.0
8.92305851,-0.03013211,-0.02208566,-0.002609042069833807,0.34522539,0.0
8.9581089,-0.0203132,-0.01422094,-0.00021542541260531235,0.34522539,0.0
8.97571564,-0.01508683,-0.01050908,0.0023696804041109572,0.34522539,0.0
8.99339199,-0.01025498,-0.00701588,0.003590424985842742,0.34522539,0.0
9.01111794,-0.00343865,-0.00234219,0.004523935179253473,0.34522539,0.0
9.06452751,0.0108676,0.00823717,0.006821807473101209,0.3491928,0.0
9.10048676,0.01652724,0.01169502,0.00782712599313829,0.35712761,0.0
9.1367445,0.0215264,0.01500216,0.008617019749659451,0.36506242,0.0
9.1367445,0.0215264,0.01500216,0.008617019749659451,0.36506242,0.0
9.17363071,0.02545482,0.01812279,0.008712764113040207,0.37299722,0.0
9.1924448,0.02640009,0.01917745,0.008712764113040207,0.37299722,0.0
9.23090553,0.02970523,0.02169544,0.008712764113040207,0.37299722,0.0
9.27049732,0.03079325,0.02246663,0.008712764113040207,0.37697989,0.0
9.29058743,0.03108895,0.02260675,0.008712764113040207,0.37697989,0.0
9.33127403,0.03140444,0.02280886,0.008712764113040207,0.37697989,0.0
9.37258816,0.03146505,0.02293714,0.008712764113040207,0.37697989,0.0
9.39341354,0.03146183,0.02298822,0.008712764113040207,0.37697989,0.0
9.43529224,0.03147495,0.02309285,0.008712764113040207,0.37697989,0.0
9.47738743,0.03149492,0.02318402,0.008712764113040207,0.37697989,0.0
9.47738743,0.03149492,0.02318402,0.008712764113040207,0.37697989,0.0
9.49849129,0.03152299,0.02322292,0.008593083712905044,0.37697989,0.0
9.54077721,0.03163111,0.0233309,0.008138296201850621,0.37697989,0.0
9.58313751,0.03140825,0.02320946,0.007300530804546908,0.37697989,0.0
9.60433865,0.03138459,0.02312232,0.006247339561911623,0.37697989,0.0
9.64678764,0.02875394,0.02121301,0.005313828935774631,0.37697989,0.0
9.68926811,0.0256564,0.01881251,0.004715424555104378,0.37697989,0.0
9.68926811,0.0256564,0.01881251,0.004715424555104378,0.37697989,0.0
9.71051311,0.02480632,0.01784903,0.004380318526000771,0.37697989,0.0
9.75302601,0.01989537,0.01438417,0.00423670144002181,0.37697989,0.0
9.79554558,0.01753676,0.01272015,0.00423670144002181,0.37697989,0.0
9.81680679,0.01683974,0.01235673,0.00423670144002181,0.37697989,0.0
9.85933495,0.01593024,0.01201081,0.00423670144002181,0.37697989,0.0
9.90186882,0.0156849,0.01192539,0.004476063105744659,0.37697989,0.0
9.90186882,0.0156849,0.01192539,0.004476063105744659,0.37697989,0.0
9.92313671,0.01569307,0.01191984,0.004978722473944764,0.37697989,0.0
9.96567154,0.01605272,0.01208019,0.005744679977348387,0.37697989,0.0
10.0082016,0.01739234,0.01293535,0.006223403525157216,0.37697989,0.0
10.02946663,0.01776427,0.01340763,0.006223403525157216,0.37697989,0.0
10.07198143,0.02113611,0.01594078,0.006223403525157216,0.37697989,0.0
10.11450005,0.02252311,0.01705593,0.006223403525157216,0.38094729,0.0
10.13576031,0.02298987,0.01725805,0.006223403525157216,0.3849147,0.0
10.1783905,0.02357692,0.01747615,0.006223403525157216,0.3849147,0.0
10.22151089,0.0238598,0.01761132,0.006223403525157216,0.3849147,0.0
10.24323082,0.02391011,0.01767709,0.006223403525157216,0.3849147,0.0
10.28688908,0.02394879,0.01779193,0.006223403525157216,0.3849147,0.0
10.33073807,0.02400136,0.0178895,0.006223403525157216,0.3849147,0.0
10.33073807,0.02400136,0.0178895,0.006223403525157216,0.3849147,0.0
10.35271072,0.02401829,0.01794516,0.006247339561911623,0.3849147,0.0
10.39671135,0.02395749,0.01793755,0.006702126423876655,0.3849147,0.0
10.44075489,0.02402538,0.01799431,0.007180849755322354,0.3849147,0.0
10.46278381,0.02406031,0.01803962,0.007803189956383883,0.3849147,0.0
10.50683403,0.02625859,0.01973961,0.008138296201850621,0.3849147,0.0
10.55087662,0.0284254,0.02148959,0.008281913504192714,0.3849147,0.0
10.57289124,0.02906489,0.0221783,0.008401594553417267,0.3849147,0.0
10.61690617,0.03116995,0.02362541,0.008401594553417267,0.3849147,0.0
10.6608963,0.03242952,0.02442892,0.008401594553417267,0.3849147,0.0
10.68288326,0.03280431,0.02468708,0.008401594553417267,0.3849147,0.0
10.72683048,0.03324425,0.02493627,0.008401594553417267,0.3849147,0.0
10.77074432,0.03346384,0.02508034,0.008401594553417267,0.3849147,0.0
10.77074432,0.03346384,0.02508034,0.008401594553417267,0.3849147,0.0
10.81462383,0.03350723,0.0251897,0.008401594553417267,0.3849147,0.0
10.85845566,0.03356582,0.0252971,0.008401594553417267,0.3849147,0.0
10.88035488,0.03356016,0.02533513,0.008401594553417267,0.3849147,0.0
10.90224266,0.03361195,0.02539499,0.008401594553417267,0.3849147,0.0
10.94598484,0.03366452,0.02548516,0.008401594553417267,0.3849147,0.0
10.96783447,0.03373003,0.02553929,0.008401594553417267,0.3849147,0.0
10.98967266,0.03380924,0.02561279,0.008425530590171674,0.3849147,0.0
11.01149464,0.03384012,0.02565419,0.008712764113040207,0.3849147,0.0
11.05510235,0.03393507,0.02573485,0.010005317670487734,0.3849147,0.0
11.07687855,0.03463119,0.02620799,0.010627657655186135,0.3849147,0.0
11.098629,0.0365001,0.02762604,0.01134574200326529,0.3849147,0.0
11.12036228,0.03808314,0.02914347,0.012015954926925025,0.3849147,0.0
11.14207554,0.0401673,0.0308564,0.012614359956684673,0.3849147,0.0
11.18543339,0.04527333,0.03493121,0.01371542370555503,0.3849147,0.0
11.2070837,0.04774553,0.03689208,0.014361699727007838,0.3849147,0.0
11.22871399,0.05041596,0.0388682,0.014505316163897409,0.3849147,0.0
11.25031948,0.05360606,0.04119899,0.014648933898965759,0.3849147,0.0
11.29350281,0.05727485,0.04404964,0.014648933898965759,0.3849147,0.0
11.31507587,0.05864936,0.04485719,0.014648933898965759,0.3849147,0.0
11.3366375,0.05948442,0.04534372,0.014648933898965759,0.3849147,0.0
11.35818386,0.06006989,0.04563724,0.014648933898965759,0.3849147,0.0
11.40122032,0.06067365,0.04598173,0.014648933898965759,0.3849147,0.0
11.42271233,0.06080776,0.04611542,0.014648933898965759,0.3849147,0.0
11.4441824,0.06085607,0.04622346,0.014648933898965759,0.3849147,0.0
11.46563339,0.06086627,0.04631777,0.014648933898965759,0.3849147,0.0
11.52985573,0.06088239,0.04658315,0.014648933898965759,0.3849147,0.0
11.55121803,0.06091064,0.046665,0.014648933898965759,0.3849147,0.0
11.59387589,0.06099537,0.04681226,0.014648933898965759,0.3849147,0.0
11.63643932,0.06114635,0.0469729,0.014648933898965759,0.3849147,0.0
11.65768433,0.06122817,0.04705545,0.014648933898965759,0.3849147,0.0
11.70009899,0.06138809,0.04720667,0.014648933898965759,0.3849147,0.0
11.70009899,0.06138809,0.04720667,0.014648933898965759,0.3849147,0.0
11.74241257,0.06156656,0.0473684,0.014648933898965759,0.3849147,0.0
11.76353073,0.06165175,0.04745341,0.014648933898965759,0.3888821,0.0
11.76353073,0.06165175,0.04745341,0.014648933898965759,0.3888821,0.0
11.80570316,0.06181383,0.04761716,0.014648933898965759,0.3888821,0.0
11.8480072,0.06194878,0.04776212,0.014648933898965759,0.3928495,0.0
11.8692131,0.06202021,0.04783202,0.014648933898965759,0.40871915,0.0
11.91184616,0.06215311,0.04797262,0.014648933898965759,0.42855617,0.0
11.95583725,0.06227057,0.04810949,0.014648933898965759,0.44045839,0.0
11.9787178,0.06231342,0.04816659,0.014648933898965759,0.4523606,0.0
12.02648735,0.0623842,0.04825532,0.014648933898965759,0.46031067,0.0
12.10381508,0.06251057,0.0483928,0.014648933898965759,0.46824548,0.0
12.10381508,0.06251057,0.0483928,0.014648933898965759,0.46824548,0.0
12.13084984,0.06255729,0.04844395,0.014648933898965759,0.47221291,0.0
12.15835094,0.06260717,0.04849628,0.014648933898965759,0.47221291,0.0
12.24375153,0.06277542,0.04867629,0.014648933898965759,0.47618032,0.0
12.2730217,0.06284042,0.04875526,0.014648933898965759,0.47618032,0.0
12.33236885,0.06296781,0.04890099,0.014648933898965759,0.48014772,0.0
12.39239311,0.06312803,0.04907853,0.014648933898965759,0.48014772,0.0
12.39239311,0.06312803,0.04907853,0.014648933898965759,0.48014772,0.0
12.4226284,0.06321139,0.04917526,0.014648933898965759,0.48014772,0.0
12.48342896,0.06339382,0.04938119,0.014648933898965759,0.48014772,0.0
12.5444479,0.06358218,0.04958813,0.014648933898965759,0.48411512,0.0
12.57497883,0.06367765,0.0496932,0.014648933898965759,0.48411512,0.0
12.57497883,0.06367765,0.0496932,0.014648933898965759,0.48411512,0.0
12.63611317,0.06387912,0.04991378,0.014648933898965759,0.48411512,0.0
12.69741631,0.06407046,0.05012002,0.014648933898965759,0.48411512,0.0
12.72808266,0.06416573,0.05022458,0.014624998511300745,0.48411512,0.0
12.78935814,0.064356,0.05043824,0.014481380776232393,0.48411512,0.0
12.78935814,0.064356,0.05043824,0.014481380776232393,0.48411512,0.0
12.85048866,0.0645726,0.0506601,0.014002657877512953,0.48411512,0.0
12.88098335,0.06467304,0.05077836,0.012638295560712815,0.48411512,0.0
12.88098335,0.06467304,0.05077836,0.012638295560712815,0.48411512,0.0
12.94182014,0.06340903,0.04991286,0.010747338704410688,0.48411512,0.0
13.00243568,0.06001312,0.04731759,0.008999998501361262,0.48411512,0.0
13.03264332,0.05910733,0.04596141,0.007180849755322354,0.48411512,0.0
13.09292698,0.04851791,0.0376393,0.005433509552272927,0.48411512,0.0
13.09292698,0.04851791,0.0376393,0.005433509552272927,0.48411512,0.0
13.15290356,0.04015604,0.03073111,0.003614361022597149,0.48411512,0.0
13.18277264,0.03764832,0.02826405,0.0023218081142390135,0.48411512,0.0
13.24231148,0.02522054,0.01928248,0.0014122337412195596,0.48411512,0.0
13.30153656,0.01699263,0.01280098,0.0010771274957528227,0.48411512,0.0
13.33102989,0.01458955,0.01070692,0.0010771274957528227,0.48411512,0.0
13.38979912,0.00808084,0.0062211,0.0010771274957528227,0.48411512,0.0
13.38979912,0.00808084,0.0062211,0.0010771274957528227,0.48411512,0.0
13.44827175,0.00548753,0.00447904,0.0010771274957528227,0.48411512,0.0
13.47739697,0.00480244,0.00415314,0.0010531912426352853,0.48411512,0.0
13.54002094,0.00419658,0.00386018,0.0009335104097738609,0.48411512,0.0
13.61919212,0.00415987,0.00372798,0.0009335104097738609,0.48411512,0.0
13.66355896,0.00423834,0.00369394,0.0007898935401580294,0.48411512,0.0
13.75868988,0.00403532,0.00329543,0.0007420212502860855,0.48411512,0.0
13.85912228,0.00388306,0.00308783,0.0005744679111895866,0.48411512,0.0
13.9606266,0.00359744,0.00281452,2.3936253117537112e-05,0.48411512,0.0
13.9606266,0.00359744,0.00281452,2.3936253117537112e-05,0.48411512,0.0
14.06247711,0.00309405,0.00241732,-0.0005265956213176427,0.48411512,0.0
14.11351395,0.00181064,0.00145918,-0.0005744679111895866,0.48411512,0.0
14.2157793,-0.00023472,-0.00057267,-0.0007180849971685484,0.48411512,0.0
14.26699162,-0.00096586,-0.00120725,-0.0007420212502860855,0.48411512,0.0
14.31824017,-0.0018279,-0.0018227,-0.0007420212502860855,0.48411512,0.0
14.36951542,-0.00235033,-0.00221966,-0.0007420212502860855,0.48411512,0.0
14.47206402,-0.00299042,-0.00252687,-0.0007420212502860855,0.48411512,0.0
14.52330494,-0.00320596,-0.00260516,-0.0007420212502860855,0.48411512,0.0
14.57449913,-0.00335065,-0.00266345,-0.0007420212502860855,0.48411512,0.0
14.62563038,-0.00340536,-0.00268456,-0.0007420212502860855,0.48411512,0.0
14.77851391,-0.0034453,-0.00273369,-0.0007420212502860855,0.48014772,0.0
14.82926655,-0.00345397,-0.0027613,-0.0007420212502860855,0.47618032,0.0
14.87990761,-0.00344193,-0.0027838,-0.0007420212502860855,0.47618032,0.0
14.93039036,-0.00342596,-0.00280039,-0.0007420212502860855,0.47618032,0.0
15.03078556,-0.00339007,-0.00280471,-0.0007420212502860855,0.47618032,0.0
15.08044434,-0.00344211,-0.00281251,-0.0007420212502860855,0.47618032,0.0
15.12963581,-0.00342429,-0.002811,-0.0007420212502860855,0.47618032,0.0
15.17837334,-0.0034515,-0.00282381,-0.0007420212502860855,0.47618032,0.0
15.27451992,-0.00344503,-0.00281999,-0.0007420212502860855,0.47618032,0.0
15.32193661,-0.00345489,-0.00282657,-0.0007420212502860855,0.47618032,0.0
15.36890125,-0.0034537,-0.00282893,-0.0007420212502860855,0.47618032,0.0
15.41540527,-0.00346667,-0.00283861,-0.0007420212502860855,0.47618032,0.0
15.50699043,-0.00348476,-0.00286868,-0.0007420212502860855,0.47221291,0.0
15.55202579,-0.003461,-0.00285188,-0.0007420212502860855,0.47221291,0.0
15.5964613,-0.00349024,-0.00286437,-0.0007420212502860855,0.47221291,0.0
15.68354321,-0.00350463,-0.00289077,-0.0007420212502860855,0.46824548,0.0
15.76827049,-0.00351539,-0.00290938,-0.0008377658300299732,0.46031067,0.0
15.80965328,-0.00352308,-0.00291801,-0.0008856381199019171,0.456328,0.0
15.88966179,-0.00370058,-0.00304463,-0.0010053189527633416,0.4523606,0.0
15.94826698,-0.00399756,-0.0033351,-0.0011728720754967102,0.44442579,0.0
15.97009659,-0.00409615,-0.0034665,-0.0013404254145932093,0.44045839,0.0
16.00686836,-0.00498113,-0.00419769,-0.0014840422842090405,0.43649098,0.0
16.0390625,-0.00596815,-0.00506384,-0.0016994679131774834,0.43252358,0.0
16.05433273,-0.00620848,-0.00541365,-0.0018430847827933148,0.43252358,0.0
16.08395767,-0.00769836,-0.00654864,-0.0019388293625372025,0.43252358,0.0
16.11285973,-0.00870973,-0.00747978,-0.0019388293625372025,0.42855617,0.0
16.1272068,-0.00898036,-0.00775708,-0.0019388293625372025,0.42458877,0.0
16.1272068,-0.00898036,-0.00775708,-0.0019388293625372025,0.42458877,0.0
16.15568352,-0.00958857,-0.00816298,-0.0019388293625372025,0.42062137,0.0
16.18358803,-0.00989625,-0.00830245,-0.0019627656156547394,0.41665396,0.0
16.19732475,-0.00997055,-0.00834741,-0.0019627656156547394,0.40871915,0.0
16.22435379,-0.01019385,-0.00847564,-0.0019867016524091462,0.40078431,0.0
16.25037575,-0.01026553,-0.00863288,-0.002417552910346032,0.3888821,0.0
16.2629509,-0.0102866,-0.00866551,-0.0028962760254286003,0.37299722,0.0
16.28706169,-0.01145735,-0.00951816,-0.003398935609991836,0.35712761,0.0
16.30883598,-0.01346838,-0.01137741,-0.003949467484427016,0.34125796,0.0
16.31880569,-0.01387057,-0.0121488,-0.0041648928970323285,0.32142094,0.0
16.33693886,-0.01901749,-0.0163883,-0.0041648928970323285,0.29761651,0.0
16.35181236,-0.02110624,-0.01860871,-0.0041648928970323285,0.24999237,0.0
16.35795593,-0.02178943,-0.01905949,-0.0041648928970323285,0.19046602,0.0
16.36670876,-0.02286473,-0.01949146,-0.0041648928970323285,0.11903745,0.0
16.36679077,-0.0235244,-0.01981919,-0.0041648928970323285,0.04762413,0.0
16.36315536,-0.02376869,-0.01998977,-0.0041648928970323285,0.0,0.0
16.34823418,-0.02395937,-0.02024882,-0.0041648928970323285,0.0,0.0
16.31866837,-0.02350387,-0.01996906,-0.0041648928970323285,0.0,0.0
16.30062866,-0.02331197,-0.01982753,-0.0041648928970323285,0.0,0.0
16.26187706,-0.02303499,-0.01969228,-0.0041648928970323285,0.0,0.0
16.22169304,-0.02282369,-0.01961744,-0.0041648928970323285,0.0,0.0
16.20141602,-0.02276473,-0.01958754,-0.0041648928970323285,0.0,0.0
16.16075706,-0.02270739,-0.0195476,-0.0041648928970323285,0.0,0.0
16.12011147,-0.02268177,-0.01949714,-0.0041648928970323285,0.0,0.0
16.099823,-0.02267905,-0.01946662,-0.0041648928970323285,0.0,0.0
16.05932808,-0.02267103,-0.01940428,-0.0041648928970323285,0.0,0.0
16.01894951,-0.02263531,-0.01933194,-0.0041648928970323285,0.0,0.0
15.99879837,-0.02261977,-0.01929839,-0.0041648928970323285,0.0,0.0
15.95856953,-0.02254362,-0.01899964,-0.0041648928970323285,0.0,0.0
15.95856953,-0.02254362,-0.01899964,-0.0041648928970323285,0.0,0.0
15.91843128,-0.02141388,-0.01841329,-0.0041648928970323285,0.0,0.0
15.89839077,-0.02132466,-0.0180484,-0.0041648928970323285,0.0,0.0
15.85837746,-0.02220279,-0.01892462,-0.0041648928970323285,0.0,0.0
15.81844139,-0.02231849,-0.0190867,-0.0041648928970323285,0.0,0.0
15.79850388,-0.02235391,-0.01909875,-0.004188828933786735,0.0,0.0
15.75868607,-0.02238842,-0.01904795,-0.004428190599509585,0.0,0.0
15.71895123,-0.0224064,-0.01900788,-0.004787233098093858,0.0,0.0
15.69911575,-0.0224052,-0.01898574,-0.005385637478764113,0.0,0.0
15.63970375,-0.02358017,-0.02010083,-0.00617553058619588,0.0,0.0
15.6199398,-0.02369354,-0.02019801,-0.006223403525157216,0.0,0.0
15.60019302,-0.02637622,-0.02206092,-0.006223403525157216,0.0,0.0
15.58045864,-0.02976902,-0.02515041,-0.006223403525157216,0.0,0.0
15.56075573,-0.03033089,-0.02651569,-0.006223403525157216,0.0,0.0
15.54107857,-0.03105504,-0.02707439,-0.006223403525157216,0.0,0.0
15.52142429,-0.03156519,-0.02727017,-0.006223403525157216,0.0,0.0
15.50179195,-0.03198199,-0.02732689,-0.006223403525157216,0.0,0.0
15.4821825,-0.03227931,-0.02732817,-0.006223403525157216,0.0,0.0
15.44302464,-0.0325618,-0.02725134,-0.00603191350021692,0.0,0.0
15.42347527,-0.03258131,-0.02723787,-0.0059122331000817565,0.0,0.0
15.40394783,-0.03224691,-0.02699681,-0.005744679977348387,0.0,0.0
15.38444519,-0.0317273,-0.02655401,-0.005672871001632645,0.0,0.0
15.34549904,-0.03046278,-0.0254589,-0.00524202017642202,0.0,0.0
15.32605934,-0.02956097,-0.02467958,-0.005050531016934245,0.0,0.0
15.30664158,-0.02839502,-0.02368947,-0.004787233098093858,0.0,0.0
15.28723907,-0.02760934,-0.02291265,-0.00461967997536049,0.0,0.0
15.24849987,-0.02494395,-0.02084769,-0.003973403521181422,0.03570666,0.0
15.22956467,-0.02387323,-0.01975238,-0.003710105602341037,0.04762413,0.0
15.21254349,-0.02309886,-0.0190402,-0.0033749991405111687,0.05555895,0.0
15.19733715,-0.02234641,-0.01848295,-0.0031835099810233933,0.07142857,0.0
15.18356609,-0.02052608,-0.01719126,-0.0028962760254286003,0.07936338,0.0
15.17092514,-0.0191865,-0.01590412,-0.0023218081142390135,0.09920041,0.0
15.15934467,-0.01771208,-0.014607,-0.0020824464485161643,0.10713523,0.0
15.14881039,-0.01530864,-0.01265872,-0.0018191485296757779,0.11903745,0.0
15.13921547,-0.01368051,-0.01101035,-0.0016755316600599464,0.13095492,0.0
15.13043308,-0.01220484,-0.00969964,-0.0015079783209634473,0.13888973,0.0
15.12244415,-0.01082738,-0.00858894,-0.0014601060310915036,0.15475936,0.0
15.11526394,-0.00965472,-0.00768156,-0.0014601060310915036,0.16269417,0.0
15.10895252,-0.00846354,-0.00681136,-0.0014601060310915036,0.17062898,0.0
15.10340023,-0.00800943,-0.00642931,-0.0014601060310915036,0.18253121,0.0
15.09851742,-0.00772618,-0.00633699,-0.0014601060310915036,0.19046602,0.0
15.09068203,-0.00728258,-0.00620181,-0.0013643614513476159,0.21031831,0.0
15.08768177,-0.00721213,-0.00618273,-0.0011489360387423033,0.23412274,0.0
15.08339882,-0.00694622,-0.00596254,-0.0006941487440510112,0.25792718,0.0
