vx(m/s),vy(m/s),yaw_rate(rad/s),steering(rad),throttle(%),brake(%)
9.8718586,-0.01030791,-0.00721024,-0.007922871005608439,0.23015533,0.0
9.87803936,-0.01325643,-0.00988403,-0.009813827645547436,0.23015533,0.0
9.89031029,-0.02681208,-0.01895037,-0.011154253276503774,0.23015533,0.0
9.9025526,-0.03500426,-0.0249921,-0.012614359956684673,0.23015533,0.0
9.91477203,-0.04085529,-0.02966543,-0.013188828516963649,0.23015533,0.0
9.92695808,-0.04624861,-0.03378752,-0.013332444953853217,0.23015533,0.0
9.93305397,-0.04713815,-0.03510513,-0.013332444953853217,0.23015533,0.0
9.94521904,-0.05037016,-0.03745541,-0.013332444953853217,0.23015533,0.0
9.95738792,-0.05134189,-0.03798318,-0.013332444953853217,0.23015533,0.0
9.96346951,-0.05153936,-0.03807301,-0.013332444953853217,0.23015533,0.0
9.97561455,-0.05161399,-0.03814649,-0.013212763904628666,0.23015533,0.0
9.99379444,-0.05143237,-0.03820614,-0.012853722055133781,0.23015533,0.0
10.00588703,-0.05117446,-0.03814562,-0.012279253711217936,0.23015533,0.0
10.01797867,-0.04921138,-0.03660557,-0.011800529514319714,0.23015533,0.0
10.0240202,-0.04797,-0.03566079,-0.011489359738333645,0.23015533,0.0
10.03004646,-0.04722512,-0.03498498,-0.011321806615600276,0.23015533,0.0
10.03607273,-0.04646343,-0.03445338,-0.011154253276503774,0.23015533,0.0
10.04810429,-0.04462588,-0.03317176,-0.01105850912948615,0.23015533,0.0
10.05410671,-0.04387182,-0.03267168,-0.01105850912948615,0.23015533,0.0
10.06010532,-0.04319817,-0.03221448,-0.01105850912948615,0.23015533,0.0
10.06609535,-0.04294431,-0.03203006,-0.01105850912948615,0.23015533,0.0
10.07207584,-0.04271704,-0.03194712,-0.01105850912948615,0.23015533,0.0
10.08401775,-0.04258466,-0.03194634,-0.01105850912948615,0.23015533,0.0
10.08997917,-0.04258561,-0.03195067,-0.011202125566375721,0.23015533,0.0
10.09593391,-0.04262954,-0.03197535,-0.01134574200326529,0.23015533,0.0
10.10188389,-0.04267502,-0.03199119,-0.011656913077430144,0.23015533,0.0
10.10782146,-0.04312575,-0.03226713,-0.012877657659161925,0.23015533,0.0
10.11965561,-0.04593796,-0.03426449,-0.014601061825456944,0.23015533,0.0
10.12555027,-0.04808301,-0.03617498,-0.015797869721344934,0.23015533,0.0
10.13143253,-0.05071723,-0.03831267,-0.016946805327360977,0.23015533,0.0
10.13729382,-0.0539422,-0.04082105,-0.018311167860524245,0.23015533,0.0
10.14896107,-0.06214368,-0.0470402,-0.02125531531037227,0.23015533,0.0
10.1547184,-0.06931561,-0.05230826,-0.02202127367922841,0.23015533,0.0
10.16049385,-0.0740537,-0.05651958,-0.022547868867819794,0.23015533,0.0
10.16627026,-0.07861638,-0.05989354,-0.02357712342461128,0.23015533,0.0
10.17781067,-0.08700657,-0.06549817,-0.024199465356577854,0.23015533,0.0
10.18937588,-0.09255522,-0.0693239,-0.024654251569453493,0.23015533,0.0
10.200984,-0.09494931,-0.07069276,-0.025563823995204772,0.23015533,0.0
10.20679569,-0.09545726,-0.07098161,-0.026664890124069567,0.23015533,0.0
10.21832943,-0.09928888,-0.07377273,-0.02790957139164515,0.23015533,0.0
10.22982979,-0.10285401,-0.07684799,-0.02960903627573881,0.23015533,0.0
10.24127579,-0.10718179,-0.08039937,-0.031117015245791645,0.23015533,0.0
10.24690056,-0.11229593,-0.0844259,-0.03284042071026545,0.23015533,0.0
10.25255013,-0.11561626,-0.08758474,-0.034037228606153436,0.23015533,0.0
10.26374817,-0.12495169,-0.09479825,-0.036526591357667726,0.23015533,0.0
10.26932812,-0.12971464,-0.09817889,-0.03786701698862407,0.23015533,0.0
10.28042412,-0.13969073,-0.10554718,-0.04002127068195094,0.23015533,0.0
10.28042412,-0.13969073,-0.10554718,-0.04002127068195094,0.23015533,0.0
10.28605556,-0.14162931,-0.10721639,-0.04169680255837401,0.23015533,0.0
10.29702568,-0.15336663,-0.11506892,-0.043061163793358496,0.23015533,0.0
10.30805683,-0.16099371,-0.12112697,-0.043970736002746647,0.23015533,0.0
10.31363392,-0.16261721,-0.12289619,-0.044449460199644866,0.23015533,0.0
10.31363392,-0.16261721,-0.12289619,-0.044449460199644866,0.23015533,0.0
10.32458687,-0.1710141,-0.12884976,-0.04476063127380973,0.23015533,0.0
10.33568954,-0.17468995,-0.13156801,-0.045071802131611445,0.23015533,0.0
10.34127426,-0.17554954,-0.13222928,-0.04538296801306116,0.23015533,0.0
10.3523941,-0.1782133,-0.13399687,-0.04598137455736272,0.23015533,0.0
10.36352921,-0.17970555,-0.13521901,-0.04686701657180099,0.23015533,0.0
10.36910725,-0.17996813,-0.13560957,-0.04763297126248391,0.23015533,0.0
10.38008022,-0.18422292,-0.13888143,-0.04792020673262062,0.23015533,0.0
10.39105511,-0.18738517,-0.14162342,-0.047944142120285624,0.23412274,0.0
10.39656639,-0.18808645,-0.14248653,-0.047944142120285624,0.23809016,0.0
10.40768623,-0.19006985,-0.14378402,-0.04780052438521727,0.23809016,0.0
10.41932964,-0.19081706,-0.14415847,-0.04763297126248391,0.24602497,0.0
10.42531204,-0.19102505,-0.14424057,-0.046843075991420846,0.24999237,0.0
10.43774319,-0.19033754,-0.14370419,-0.04521541489032779,0.26586199,0.0
10.45123005,-0.18810648,-0.14221251,-0.04337233465116022,0.2777642,0.0
10.45855427,-0.18766022,-0.14153613,-0.042175526755272225,0.28173161,0.0
10.47503662,-0.17762041,-0.13409947,-0.041265949353168956,0.28966644,0.0
10.49348164,-0.1716699,-0.1291322,-0.04064361001755994,0.29364911,0.0
10.51373577,-0.1667695,-0.12582429,-0.039734034995451105,0.29761651,0.0
10.52443123,-0.16552955,-0.12485158,-0.03851328911554053,0.30555132,0.0
10.54694748,-0.16007626,-0.12134814,-0.037436163567055876,0.30951872,0.0
10.55875301,-0.15906727,-0.12027071,-0.037101059701583575,0.31348613,0.0
10.58362103,-0.15217638,-0.11522651,-0.037101059701583575,0.31745353,0.0
10.60975361,-0.14932042,-0.11276073,-0.037101059701583575,0.32142094,0.0
10.62324905,-0.14855313,-0.11226261,-0.037101059701583575,0.32142094,0.0
10.62324905,-0.14855313,-0.11226261,-0.037101059701583575,0.32142094,0.0
10.65100765,-0.14769983,-0.11201433,-0.037101059701583575,0.32538834,0.0
10.67964363,-0.14754796,-0.11207314,-0.037101059701583575,0.32538834,0.0
10.67964363,-0.14754796,-0.11207314,-0.037101059701583575,0.32538834,0.0
10.69425774,-0.1476239,-0.1121406,-0.037101059701583575,0.32538834,0.0
10.72396374,-0.14793634,-0.11231934,-0.037101059701583575,0.32538834,0.0
10.75408554,-0.14832246,-0.11254789,-0.037101059701583575,0.32538834,0.0
10.76924419,-0.14850414,-0.11267748,-0.037101059701583575,0.32935575,0.0
10.8150425,-0.14899564,-0.11307909,-0.037101059701583575,0.32935575,0.0
10.84597015,-0.14925897,-0.1133564,-0.037005312958208386,0.32935575,0.0
10.86151791,-0.14939725,-0.11349374,-0.037005312958208386,0.32935575,0.0
10.90835857,-0.14931142,-0.11349919,-0.037005312958208386,0.32935575,0.0
10.90835857,-0.14931142,-0.11349919,-0.037005312958208386,0.32935575,0.0
10.92399406,-0.14939737,-0.11361596,-0.037005312958208386,0.33332315,0.0
10.93965149,-0.14950359,-0.11374862,-0.037005312958208386,0.33332315,0.0
10.98704433,-0.14985347,-0.11416627,-0.03726861044432252,0.33729056,0.0
11.00294018,-0.14998591,-0.11431185,-0.03726861044432252,0.33729056,0.0
11.01886749,-0.15047348,-0.11467957,-0.03726861044432252,0.33729056,0.0
11.0348835,-0.15102684,-0.11518327,-0.03726861044432252,0.33729056,0.0
11.06715584,-0.15158165,-0.11575728,-0.03678988624742429,0.33729056,0.0
11.08337498,-0.15181446,-0.11594055,-0.03638297080987868,0.34125796,0.0
11.09965229,-0.15134537,-0.11564741,-0.03588031382167301,0.34125796,0.0
11.1159668,-0.15103436,-0.115305,-0.03463563255409743,0.34125796,0.0
11.16558743,-0.14516139,-0.11057431,-0.03142818610359337,0.34125796,0.0
11.18228817,-0.1419735,-0.10806252,-0.029920209946261225,0.34125796,0.0
11.19902802,-0.1386472,-0.10538448,-0.028220739869452435,0.34125796,0.0
11.24959087,-0.11882734,-0.0906518,-0.0188138261469087,0.34125796,0.0
11.26651382,-0.11027098,-0.08305868,-0.016013295133950247,0.34125796,0.0
11.2834301,-0.10068893,-0.07540026,-0.013188828516963649,0.34125796,0.0
11.33410835,-0.06240284,-0.04673122,-0.003853722688319998,0.34125796,0.0
11.35091686,-0.05027521,-0.03608041,-0.0021303187383881076,0.34125796,0.0
11.36767387,-0.03914154,-0.02754286,-0.0005265956213176427,0.34125796,0.0
11.38438988,-0.02867055,-0.02009965,0.0026329781065882133,0.34125796,0.0
11.41769028,-0.00735974,-0.0054377,0.005601062675006294,0.34125796,0.0
11.43428612,0.00118065,0.00139557,0.007013296632588985,0.34125796,0.0
11.45085049,0.00921941,0.00725925,0.008569147676150636,0.34125796,0.0
11.46738243,0.01629138,0.01243083,0.011680848465095157,0.34125796,0.0
11.51673794,0.04033566,0.03095484,0.01637233698344513,0.34125796,0.0
11.53312111,0.04765379,0.03680441,0.01788031703531362,0.34125796,0.0
11.54946995,0.05480528,0.04239731,0.020417550562157945,0.34125796,0.0
11.56579494,0.06136477,0.04752354,0.021470742021156362,0.34125796,0.0
11.59826851,0.07760286,0.06040537,0.02269148400653058,0.34125796,0.0
11.61449528,0.08346498,0.06493559,0.022859039725621512,0.34125796,0.0
11.63072491,0.08835542,0.06852404,0.02297871947666729,0.34125796,0.0
11.64695263,0.09210145,0.07115307,0.02297871947666729,0.34125796,0.0
11.67941761,0.09632611,0.07378189,0.023170208203428803,0.34125796,0.0
11.69564342,0.0973686,0.07434516,0.0244388248586694,0.34125796,0.0
11.69564342,0.0973686,0.07434516,0.0244388248586694,0.34125796,0.0
11.72803593,0.09884083,0.07528196,0.02699999398954187,0.34125796,0.0
11.74420834,0.09906125,0.07567498,0.0304228669344669,0.34125796,0.0
11.77624798,0.10863662,0.0831905,0.034300526092267566,0.34125796,0.0
11.80808163,0.11978436,0.09287456,0.037484037155106606,0.34125796,0.0
11.83965588,0.13414919,0.10454406,0.04021275919234931,0.34125796,0.0
11.85546684,0.13823974,0.10917833,0.04234307749801117,0.34125796,0.0
11.88657188,0.15876734,0.12430888,0.044210100697553316,0.34125796,0.0
11.90223789,0.16361797,0.12895645,0.046340416406857605,0.34125796,0.0
11.93325043,0.17996562,0.14049365,0.049045203056435296,0.34522539,0.0
11.96432114,0.19146442,0.14892282,0.05222871411927435,0.34522539,0.0
11.97999001,0.19465494,0.15191084,0.05500530714821022,0.34522539,0.0
12.01086044,0.21283913,0.16549252,0.057542545867769676,0.34522539,0.0
12.04191971,0.22608805,0.1768325,0.05948137285031244,0.34522539,0.0
12.07300568,0.23825109,0.18659967,0.06086966925659881,0.3491928,0.0
12.08864403,0.24186271,0.19014585,0.06204254176482178,0.3531602,0.0
12.1196909,0.25474983,0.19985421,0.06309573711835655,0.35712761,0.0
12.15146255,0.26250464,0.20609432,0.06477126401842763,0.36109501,0.0
12.16767025,0.26475757,0.20812139,0.06613562503704898,0.36506242,0.0
12.20031834,0.27364486,0.21469364,0.06776328613814202,0.36902982,0.0
12.23388577,0.28028992,0.22051981,0.06867286375660844,0.36902982,0.0
12.25106144,0.28224263,0.22263438,0.0693191358835249,0.36902982,0.0
12.28560352,0.29083452,0.22948207,0.0698696664597813,0.36902982,0.0
12.30316448,0.29291943,0.23162942,0.07046807300408284,0.37299722,0.0
12.33843327,0.29844844,0.23590328,0.07137765040618614,0.37299722,0.0
12.37417698,0.30231243,0.23901887,0.07252658233402895,0.37299722,0.0
12.39220428,0.3035185,0.24020091,0.07360370788251361,0.37299722,0.0
12.42808437,0.30980271,0.24516973,0.07436966754954853,0.37299722,0.0
12.46404552,0.3148675,0.2498043,0.07496807409385009,0.37299722,0.0
12.48206234,0.31653348,0.25162172,0.07511168663620331,0.37299722,0.0
12.51791382,0.32199919,0.25608134,0.07511168663620331,0.37299722,0.0
12.55383682,0.32499218,0.2587941,0.07511168663620331,0.37299722,0.0
12.57179737,0.32600266,0.25965124,0.07511168663620331,0.37299722,0.0
12.60768127,0.32741874,0.26080552,0.07511168663620331,0.37299722,0.0
12.643466,0.32828307,0.26168236,0.07482445635878172,0.37299722,0.0
12.66131115,0.32860506,0.26207441,0.07365158385055876,0.37299722,0.0
12.69693565,0.3286413,0.26249921,0.07168881628763585,0.37299722,0.0
12.73258018,0.32642853,0.26123545,0.06989360184744631,0.37299722,0.0
12.75034428,0.32584882,0.26043493,0.06879254091129663,0.37299722,0.0
12.78637505,0.31610417,0.25294986,0.06749999124838545,0.37299722,0.0
12.82207108,0.31015611,0.24759309,0.06613562503704898,0.37299722,0.0
12.83977127,0.3083961,0.24604474,0.06479519940609264,0.37299722,0.0
12.8929882,0.29772019,0.23802793,0.06218615949989014,0.37299722,0.0
12.91050339,0.29637837,0.23710562,0.06053456301113207,0.37299722,0.0
12.92811966,0.29258466,0.23479223,0.05950530823797746,0.37299722,0.0
12.94602299,0.2836957,0.22836804,0.05840424730182778,0.37299722,0.0
12.96373177,0.2787199,0.22313471,0.05708775705853646,0.37299722,0.0
12.98137188,0.27386618,0.2187724,0.05438297040895878,0.37299722,0.0
12.99896622,0.2689352,0.21477462,0.05299467378630927,0.37299722,0.0
13.01668358,0.26075196,0.20871896,0.051367012685216214,0.37299722,0.0
13.03430748,0.25410724,0.20295404,0.04971542117281016,0.37299722,0.0
13.05187511,0.24763799,0.19761175,0.047848395160547307,0.37299722,0.0
13.06941605,0.24067974,0.19211803,0.04361169415325176,0.37299722,0.0
13.0869236,0.23359895,0.18650381,0.04114626960212318,0.37299722,0.0
13.10460281,0.22130179,0.17729172,0.03851328911554053,0.37299722,0.0
13.12217808,0.21137691,0.16837962,0.035928184813366175,0.37299722,0.0
13.13971519,0.20072365,0.15945189,0.0333670156824937,0.37299722,0.0
13.17465782,0.1782856,0.14113569,0.026736696503427745,0.37299722,0.0
13.19219303,0.16129923,0.12812847,0.02472605794881167,0.37299722,0.0
13.20955276,0.14924526,0.1171096,0.02288297532964966,0.37299722,0.0
13.22681713,0.13763356,0.10764396,0.020896273460877385,0.37299722,0.0
13.2610817,0.11692309,0.0918154,0.015079784724176384,0.37299722,0.0
13.27817917,0.10234904,0.0812569,0.01309308285540411,0.37299722,0.0
13.29516125,0.09163761,0.07194167,0.011082444517151166,0.37299722,0.0
13.31206322,0.08160353,0.06386627,0.009359040999945533,0.37299722,0.0
13.32890224,0.0716033,0.05613042,0.007611700580532978,0.36902982,0.0
13.34566498,0.06241488,0.04890939,0.0040691481009253105,0.36506242,0.0
13.36233711,0.05330276,0.04184288,0.002489361236972382,0.36506242,0.0
13.37880325,0.04044485,0.0321347,0.000909574373019454,0.36506242,0.0
13.39504147,0.03120804,0.02375831,-0.0005984041643071235,0.36506242,0.0
13.41109085,0.02218628,0.01644373,-0.0019388293625372025,0.36506242,0.0
13.42698574,0.01389956,0.00990195,-0.004452126636263991,0.36109501,0.0
13.44274712,0.00620532,0.0039758,-0.005672871001632645,0.35712761,0.0
13.50219154,-0.01454377,-0.01273688,-0.00964627517190346,0.34522539,0.0
13.55971432,-0.02202535,-0.01693323,-0.013523934978793518,0.33332315,0.0
13.62527943,-0.03405309,-0.02557469,-0.015797869721344934,0.32538834,0.0
13.69469738,-0.04820871,-0.03821953,-0.0174015928384154,0.31745353,0.0
13.76566029,-0.06066751,-0.0495231,-0.018957443881977048,0.31348613,0.0
13.8012886,-0.06457233,-0.05332706,-0.020513294925538703,0.30951872,0.0
13.87222862,-0.07771516,-0.06280991,-0.02192552693585322,0.30555132,0.0
13.90746784,-0.08120465,-0.06600636,-0.023265952566809557,0.30158392,0.0
13.90746784,-0.08120465,-0.06600636,-0.023265952566809557,0.30158392,0.0
13.97714424,-0.09315896,-0.07494968,-0.024247336348271017,0.29761651,0.0
14.04566193,-0.10144258,-0.08172747,-0.02515691115401673,0.29364911,0.0
14.07947636,-0.10396218,-0.08418978,-0.026066483579768006,0.28966644,0.0
14.14607716,-0.11199975,-0.09044358,-0.02685637863446795,0.28569904,0.0
14.14607716,-0.11199975,-0.09044358,-0.02685637863446795,0.28569904,0.0
14.21125126,-0.11769342,-0.09519722,-0.027622335921508447,0.28569904,0.0
14.24331474,-0.11942673,-0.09697785,-0.028220739869452435,0.28569904,0.0
14.30643845,-0.12569118,-0.10197667,-0.028675528678685645,0.28569904,0.0
14.36861515,-0.12974787,-0.10562275,-0.029321803401959664,0.28173161,0.0
14.39940739,-0.13102531,-0.10687276,-0.030207442820040366,0.28173161,0.0
14.46020508,-0.13548779,-0.11038824,-0.03161967483035488,0.28173161,0.0
14.5198946,-0.13970852,-0.11401316,-0.033319142310806106,0.28173161,0.0
14.57852173,-0.14519,-0.11870962,-0.03561701373920132,0.28173161,0.0
14.60748196,-0.14689565,-0.12084846,-0.037603716906152385,0.28173161,0.0
14.66434288,-0.15911841,-0.13076144,-0.039734034995451105,0.28173161,0.0
14.69244003,-0.16236579,-0.13478677,-0.04140956968459487,0.28173161,0.0
14.74751186,-0.17690217,-0.14667022,-0.04277392810685866,0.28173161,0.0
14.80152607,-0.18749177,-0.15597259,-0.043970736002746647,0.2777642,0.0
14.8543539,-0.19666648,-0.16341926,-0.04535903262539615,0.2777642,0.0
14.88024712,-0.19965994,-0.1662274,-0.046914887563494156,0.2777642,0.0
14.93063831,-0.20991492,-0.17429547,-0.048710096810968564,0.2777642,0.0
14.95533657,-0.21268916,-0.1773538,-0.05007446302230505,0.2777642,0.0
14.99679565,-0.22610867,-0.18827191,-0.0511037123863814,0.2777642,0.0
15.01710129,-0.23991299,-0.20114328,-0.05158243658327963,0.2777642,0.0
15.02331257,-0.24439633,-0.20625417,-0.052037225392512834,0.2777642,0.0
15.0323782,-0.2548784,-0.2160809,-0.052515944396695914,0.2777642,0.0
15.03985023,-0.26044017,-0.22136141,-0.05299467378630927,0.2777642,0.0
15.04338074,-0.26192009,-0.22287948,-0.05354520436256567,0.2777642,0.0
15.05012608,-0.26675993,-0.22674842,-0.05399998776272061,0.2777642,0.0
15.05681229,-0.26992083,-0.22946575,-0.054454776571953814,0.2777642,0.0
15.06018353,-0.27060458,-0.23028815,-0.054957436156517055,0.2777642,0.0
15.06018353,-0.27060458,-0.23028815,-0.054957436156517055,0.2777642,0.0
15.06681156,-0.27448925,-0.23328331,-0.05569946043588696,0.2777642,0.0
15.0735178,-0.27697802,-0.23547076,-0.05644147973890487,0.2737968,0.0
15.07690907,-0.27752703,-0.23616885,-0.05703988606684331,0.26982939,0.0
15.08330536,-0.2830756,-0.24067892,-0.05751860528738952,0.26586199,0.0
15.08923531,-0.28663731,-0.24423438,-0.057805840757526226,0.26189458,0.0
15.09462929,-0.28969988,-0.2471098,-0.057829776145191254,0.26189458,0.0
15.09462929,-0.28969988,-0.2471098,-0.057829776145191254,0.26189458,0.0
15.09714603,-0.29052493,-0.24809597,-0.057829776145191254,0.26189458,0.0
15.10187244,-0.29271537,-0.25005013,-0.057829776145191254,0.26189458,0.0
15.10651684,-0.29348403,-0.25071499,-0.05706382167087145,0.26189458,0.0
15.10651684,-0.29348403,-0.25071499,-0.05706382167087145,0.26189458,0.0
15.11112213,-0.29386091,-0.25097281,-0.05490956538118702,0.26189458,0.0
15.11355591,-0.29155457,-0.24938639,-0.05383243463998724,0.26189458,0.0
15.11610794,-0.2875815,-0.24602763,-0.052659567324479406,0.26189458,0.0
15.12131119,-0.27923286,-0.23793605,-0.05021807556465827,0.26189458,0.0
15.12398148,-0.27408648,-0.23318627,-0.04746541792338741,0.26189458,0.0
15.12668419,-0.26841223,-0.22804183,-0.04569413908722601,0.26189458,0.0
15.12959003,-0.25863957,-0.2200186,-0.043587758765586744,0.26189458,0.0
15.13530922,-0.24266458,-0.20506531,-0.03817818525006822,0.26189458,0.0
15.1382246,-0.2333349,-0.19688629,-0.031284568368525015,0.26189458,0.0
15.141222,-0.22188187,-0.18715426,-0.02745478258241195,0.26189458,0.0
15.14462662,-0.19769597,-0.16805179,-0.02362499701266201,0.26189458,0.0
15.15107727,-0.16117859,-0.13253754,-0.016587763477866092,0.26189458,0.0
15.15422535,-0.14187467,-0.11541203,-0.010244679119847453,0.26189458,0.0
15.15729904,-0.12323618,-0.0991968,-0.007468083494554017,0.26189458,0.0
15.16039944,-0.09382772,-0.07603893,-0.004930850184072821,0.26189458,0.0
15.16332817,-0.07491481,-0.05752234,-0.0019627656156547394,0.26189458,0.0
15.16895103,-0.04131711,-0.03016901,0.003710105602341037,0.26189458,0.0
15.17435455,-0.00914013,-0.00559977,0.008569147676150636,0.26189458,0.0
15.17965221,0.01127422,0.00881078,0.014960104973130613,0.26189458,0.0
15.18481255,0.03501403,0.02649892,0.01788031703531362,0.26189458,0.0
15.18710136,0.05928409,0.04776917,0.01840691200754187,0.26189458,0.0
15.18946362,0.07233274,0.063095,0.018718081783527938,0.26189458,0.0
15.19191265,0.08068144,0.07151134,0.019436166780696488,0.26189458,0.0
15.19440269,0.08743072,0.07638062,0.019795209928370153,0.26189458,0.0
15.19690228,0.09378505,0.08014004,0.020369678488649134,0.26189458,0.0
15.19944,0.09798634,0.08254096,0.021135635559326495,0.26189458,0.0
15.20198536,0.10168445,0.08451641,0.021662231829733525,0.26189458,0.0
15.20452785,0.10519552,0.08671742,0.022069144670921567,0.26189458,0.0
15.20704937,0.10902059,0.08960491,0.022260633181319957,0.26189458,0.0
15.20957947,0.11179674,0.09225187,0.022260633181319957,0.26189458,0.0
15.21210384,0.11442208,0.09476535,0.022260633181319957,0.26189458,0.0
15.21467018,0.11507595,0.09590498,0.022260633181319957,0.26189458,0.0
15.21982193,0.11580431,0.0965849,0.022260633181319957,0.26189458,0.0
15.22498608,0.11596608,0.09671319,0.0217819115807793,0.26189458,0.0
15.22498608,0.11596608,0.09671319,0.0217819115807793,0.26189458,0.0
15.22757053,0.1159519,0.09673689,0.020704784734115866,0.26189458,0.0
15.23276711,0.11422211,0.09564278,0.019005315955485866,0.26189458,0.0
15.2380228,0.10998905,0.09224939,0.016946805327360977,0.26189458,0.0
15.24063301,0.10950178,0.09090882,0.01467287080117269,0.26189458,0.0
15.24608135,0.09515965,0.07928195,0.013117018459432254,0.26189458,0.0
15.2514782,0.08378971,0.06916701,0.011872338273672324,0.26189458,0.0
15.25413036,0.08188337,0.06601872,0.01089095579038965,0.26189458,0.0
15.25952339,0.06806654,0.05555857,0.009861700584508772,0.26189458,0.0
15.25952339,0.06806654,0.05555857,0.009861700584508772,0.26189458,0.0
15.26483059,0.06044161,0.0497297,0.009215423697603442,0.26189458,0.0
15.26745796,0.05889165,0.04818114,0.009071806611624482,0.26189458,0.0
15.2727499,0.05066061,0.04212889,0.009071806611624482,0.26189458,0.0
15.27798939,0.0480386,0.0399386,0.009071806611624482,0.26189458,0.0
15.28059864,0.04743558,0.03956595,0.00938297703669994,0.26189458,0.0
15.28580475,0.04677647,0.03934672,0.009837764331391234,0.26189458,0.0
15.29099369,0.04784846,0.04008549,0.010316487230110673,0.26189458,0.0
15.29358864,0.04800516,0.04045936,0.010747338704410688,0.26189458,0.0
15.29873085,0.05191582,0.04356048,0.011082444517151166,0.26189458,0.0
15.30387974,0.05464035,0.04583154,0.011561168714049384,0.26189458,0.0
15.30645657,0.05516475,0.04650918,0.012159572661993377,0.26189458,0.0
15.31158352,0.05887854,0.04915872,0.012901594345005726,0.26189458,0.0
15.31670094,0.06212837,0.05174144,0.013859041440623382,0.26189458,0.0
15.31926823,0.06262323,0.05260137,0.014696806188837704,0.26189458,0.0
15.31926823,0.06262323,0.05260137,0.014696806188837704,0.26189458,0.0
15.32431984,0.06943256,0.05794184,0.015558507622895823,0.26189458,0.0
15.32937717,0.07412896,0.06216025,0.01603723052161526,0.26189458,0.0
15.33191776,0.0749563,0.0634139,0.01620478494252741,0.25792718,0.0
15.33691597,0.08129048,0.06840108,0.01620478494252741,0.24999237,0.0
15.34167099,0.08363989,0.07028879,0.01620478494252741,0.24602497,0.0
15.34379101,0.08428288,0.07067785,0.01620478494252741,0.23809016,0.0
15.34746361,0.08510759,0.07097561,0.01620478494252741,0.23412274,0.0
15.3500948,0.0854582,0.07115144,0.01620478494252741,0.23015533,0.0
15.35108566,0.08550441,0.07122381,0.01589361408472569,0.23015533,0.0
15.35257912,0.08548452,0.07134791,0.015103721410020183,0.22618793,0.0
15.35359097,0.08425875,0.07061471,0.01371542370555503,0.22222053,0.0
15.35392094,0.08418866,0.07028423,0.012303189098882946,0.22222053,0.0
15.35433769,0.07580919,0.06363352,0.010316487230110673,0.22222053,0.0
15.35435104,0.06895328,0.05722071,0.008401594553417267,0.22222053,0.0
15.3542738,0.06803283,0.05531635,0.006678190170759118,0.22222053,0.0
15.35418415,0.05142985,0.0421055,0.004978722473944764,0.21825312,0.0
15.35398293,0.04115071,0.03329981,0.0037579781085761107,0.21825312,0.0
15.35376358,0.03946926,0.03089624,0.0029441485316636746,0.21825312,0.0
15.35318279,0.0253659,0.02020047,0.0023457441509934203,0.21825312,0.0
15.35245514,0.01842485,0.01487914,0.0018670208195477218,0.21825312,0.0
15.3520689,0.01718149,0.01356786,0.0012686168716037282,0.21825312,0.0
15.35128784,0.01106612,0.00931756,0.0004308510415737551,0.21825312,0.0
15.35049152,0.00762526,0.0067196,-0.0003829787517018113,0.21825312,0.0
15.35009289,0.00720611,0.00598916,-0.001220744365368654,0.21825312,0.0
15.3492918,0.00056815,0.00050676,-0.0019867016524091462,0.21825312,0.0
15.34848881,-0.00396632,-0.00341004,-0.002417552910346032,0.21428572,0.0
15.34848881,-0.00396632,-0.00341004,-0.002417552910346032,0.21428572,0.0
15.34766006,-0.00828989,-0.00706179,-0.002609042069833807,0.21031831,0.0
15.34656048,-0.01105169,-0.00948857,-0.002704786649577695,0.20633565,0.0
15.34581757,-0.01256853,-0.01073993,-0.002704786649577695,0.20633565,0.0
15.34490681,-0.01340813,-0.01142772,-0.002704786649577695,0.20633565,0.0
15.3427639,-0.01420534,-0.01177244,-0.002704786649577695,0.20633565,0.0
15.34161472,-0.01435849,-0.0117596,-0.002704786649577695,0.20633565,0.0
15.3404398,-0.01452954,-0.01180491,-0.002704786649577695,0.20633565,0.0
15.33925438,-0.01465449,-0.01189737,-0.002752659155812769,0.20236823,0.0
15.33683681,-0.01448748,-0.01183615,-0.0033749991405111687,0.20236823,0.0
15.33552933,-0.01476339,-0.01207349,-0.003662233528832223,0.20236823,0.0
15.33415318,-0.0159296,-0.01303894,-0.003829786435202461,0.20236823,0.0
15.3327322,-0.01701694,-0.01420378,-0.003997339557935829,0.20236823,0.0
15.33128643,-0.01804432,-0.01527862,-0.004308509983011291,0.20236823,0.0
15.32982731,-0.01863642,-0.01593788,-0.004667552481595565,0.18649861,0.0
15.32834053,-0.02062955,-0.01737859,-0.004667552481595565,0.1745964,0.0
15.32670689,-0.02197625,-0.01870249,-0.004763297061339452,0.16269417,0.0
15.32468987,-0.02275958,-0.01945595,-0.004763297061339452,0.15079196,0.0
15.32212067,-0.02325669,-0.01977711,-0.004763297061339452,0.14285715,0.0
15.31889248,-0.02381182,-0.02002583,-0.004763297061339452,0.13095492,0.0
15.31492805,-0.02409026,-0.02012704,-0.004763297061339452,0.12698752,0.0
15.31016254,-0.02517918,-0.02078712,-0.004763297061339452,0.12300485,0.0
15.30476856,-0.0244301,-0.02044761,-0.004763297061339452,0.11507004,0.0
15.29889011,-0.02588516,-0.021206,-0.004763297061339452,0.10713523,0.0
15.28586197,-0.02475554,-0.02039724,-0.004763297061339452,0.09920041,0.0
15.27867031,-0.02461243,-0.02030641,-0.004763297061339452,0.0912656,0.0
